Company,Ticker,Price,Beta
"KEROS THERAPEUTICS, INC. (XNAS:KROS)",KROS,$15.68 ,0.97
"KORRO BIO, INC. (XNAS:KRRO)",KRRO,$35.35 ,2.7
"KURA SUSHI USA, INC. (XNAS:KRUS)",KRUS,$80.88 ,1.84
"KRYSTAL BIOTECH, INC. (XNAS:KRYS)",KRYS,$140.00 ,0.62
KOHL'S CORPORATION (XNYS:KSS),KSS,$15.81 ,1.75
"Kontoor Brands, Inc. (XNYS:KTB)",KTB,$82.95 ,1.17
"KRATOS DEFENSE & SECURITY SOLUTIONS, INC. (XNAS:KTOS)",KTOS,$68.48 ,1.06
"KURA ONCOLOGY, INC. (XNAS:KURA)",KURA,$8.33 ,0.29
KENVUE INC. (XNYS:KVUE),KVUE,$18.80 ,0.35
"KENNEDY-WILSON HOLDINGS, INC. (XNYS:KW)",KW,$9.12 ,1.21
QUAKER CHEMICAL CORPORATION (XNYS:KWR),KWR,$141.91 ,1.45
"KYMERA THERAPEUTICS, INC. (XNAS:KYMR)",KYMR,$45.20 ,2.22
LOEWS CORPORATION (XNYS:L),L,$97.12 ,0.73
STANDARD BIOTOOLS INC. (XNAS:LAB),LAB,$1.33 ,1.3
"LITHIA MOTORS, INC. (XNYS:LAD)",LAD,$345.01 ,1.29
LADDER CAPITAL CORP (XNYS:LADR),LADR,$11.83 ,1.13
LAMAR ADVERTISING COMPANY (XNAS:LAMR),LAMR,$127.75 ,1.41
GLADSTONE LAND CORPORATION (XNAS:LAND),LAND,$8.86 ,1.16
"NLIGHT, INC. (XNAS:LASR)",LASR,$29.44 ,2.49
"LAUREATE EDUCATION, INC. (XNAS:LAUR)",LAUR,$28.57 ,0.61
"CS DISCO, INC. (XNYS:LAW)",LAW,$5.79 ,2.1
"Lazard, Inc. (XNYS:LAZ)",LAZ,$56.84 ,1.37
"LUMINAR TECHNOLOGIES, INC. (XNAS:LAZR)",LAZR,$1.85 ,2.02
LIBERTY BROADBAND CORPORATION (XNAS:LBRDA),LBRDA,$60.39 ,1
LIBERTY BROADBAND CORPORATION (XNAS:LBRDK),LBRDK,$60.50 ,1
LIBERTY ENERGY INC. (XNYS:LBRT),LBRT,$11.20 ,0.73
Liberty Global Ltd. (XNAS:LBTYA),LBTYA,$11.76 ,1.22
Liberty Global Ltd. (XNAS:LBTYK),LBTYK,$11.88 ,1.22
LENDINGCLUB CORPORATION (XNYS:LC),LC,$16.52 ,2.53
"LUCID GROUP, INC. (XNAS:LCID)",LCID,$19.95 ,0.79
LCI INDUSTRIES (XNYS:LCII),LCII,$103.06 ,1.34
"LEIDOS HOLDINGS, INC. (XNYS:LDOS)",LDOS,$183.03 ,0.72
LEAR CORPORATION (XNYS:LEA),LEA,$110.48 ,1.35
"LINCOLN ELECTRIC HOLDINGS, INC. (XNAS:LECO)",LECO,$244.26 ,1.23
"LEGGETT & PLATT, INCORPORATED (XNYS:LEG)",LEG,$9.85 ,0.75
LENNAR CORPORATION (XNYS:LEN),LEN,$139.96 ,1.41
LENB,LENB,#FIELD!,#FIELD!
"LENZ THERAPEUTICS, INC. (XNAS:LENZ)",LENZ,$40.38 ,0.54
CENTRUS ENERGY CORP. (XNYS:LEU),LEU,$230.46 ,1.44
"LIFESTANCE HEALTH GROUP, INC. (XNAS:LFST)",LFST,$5.21 ,1.17
"LITTELFUSE, INC. (XNAS:LFUS)",LFUS,$268.92 ,1.45
"LGI HOMES, INC. (XNAS:LGIH)",LGIH,$62.61 ,1.81
LIGAND PHARMACEUTICALS INCORPORATED (XNAS:LGND),LGND,$167.98 ,0.99
LABCORP HOLDINGS INC. (XNYS:LH),LH,$277.81 ,0.89
"L3HARRIS TECHNOLOGIES, INC. (XNYS:LHX)",LHX,$278.62 ,0.75
"LIFE360, INC. (XNAS:LIF)",LIF,$99.31 ,2.06
LENNOX INTERNATIONAL INC. (XNYS:LII),LII,$571.22 ,1.12
LIBERTY LATIN AMERICA LTD. (XNAS:LILA),LILA,$7.55 ,0.99
LIBERTY LATIN AMERICA LTD. (XNAS:LILAK),LILAK,$7.67 ,0.99
LINDE PUBLIC LIMITED COMPANY (XNAS:LIN),LIN,$479.18 ,0.95
LINCOLN EDUCATIONAL SERVICES CORPORATION (XNAS:LINC),LINC,$19.68 ,1.2
"LINDBLAD EXPEDITIONS HOLDINGS, INC. (XNAS:LIND)",LIND,$13.87 ,2.63
"Lineage, Inc. (XNAS:LINE)",LINE,$43.07 ,0.3
LIONSGATE STUDIOS CORP. (XNYS:LION),LION,$6.76 ,-0.12
Lumentum Holdings Inc. (XNAS:LITE),LITE,$164.60 ,1.39
LIVANOVA PLC (XNAS:LIVN),LIVN,$56.87 ,0.97
LAKELAND FINANCIAL CORPORATION (XNAS:LKFN),LKFN,$65.60 ,0.61
LKQ CORPORATION (XNAS:LKQ),LKQ,$32.65 ,0.85
ELI LILLY AND COMPANY (XNYS:LLY),LLY,$758.25 ,0.46
Liberty Live Group (XNAS:LLYVA),LLYVA,$98.46 ,0.86
Liberty Live Group (XNAS:LLYVK),LLYVK,$101.40 ,0.86
"LEMAITRE VASCULAR, INC. (XNAS:LMAT)",LMAT,$94.38 ,0.79
"LIMBACH HOLDINGS, INC. (XNAS:LMB)",LMB,$103.68 ,1.46
"LEMONADE, INC. (XNYS:LMND)",LMND,$50.19 ,2.25
LIMONEIRA COMPANY (XNAS:LMNR),LMNR,$15.31 ,0.44
LOCKHEED MARTIN CORPORATION (XNYS:LMT),LMT,$471.66 ,0.26
LINCOLN NATIONAL CORPORATION (XNYS:LNC),LNC,$41.86 ,1.46
"CHENIERE ENERGY, INC. (XNYS:LNG)",LNG,$237.82 ,0.38
LINDSAY CORPORATION (XNYS:LNN),LNN,$139.85 ,0.82
ALLIANT ENERGY CORPORATION (XNAS:LNT),LNT,$64.53 ,0.54
"LANTHEUS HOLDINGS, INC. (XNAS:LNTH)",LNTH,$52.95 ,0.11
"LIGHT & WONDER, INC. (XNAS:LNW)",LNW,$88.06 ,1.48
LOAR HOLDINGS INC. (XNYS:LOAR),LOAR,$81.03 ,1.1
"LIVE OAK BANCSHARES, INC. (XNYS:LOB)",LOB,$37.05 ,1.84
"EL POLLO LOCO HOLDINGS, INC (XNAS:LOCO)",LOCO,$10.24 ,1.07
"GRAND CANYON EDUCATION, INC. (XNAS:LOPE)",LOPE,$207.16 ,0.75
THE LOVESAC COMPANY (XNAS:LOVE),LOVE,$18.16 ,2.42
"LOWE'S COMPANIES, INC. (XNYS:LOW)",LOW,$272.12 ,0.89
Dorian LPG Ltd. (XNYS:LPG),LPG,$30.84 ,0.89
LPL FINANCIAL HOLDINGS INC. (XNAS:LPLA),LPLA,$343.48 ,0.64
OPEN LENDING CORPORATION (XNAS:LPRO),LPRO,$2.17 ,1.94
LOUISIANA-PACIFIC CORPORATION (XNYS:LPX),LPX,$96.80 ,1.82
LIQUIDIA CORPORATION (XNAS:LQDA),LQDA,$27.14 ,0.2
"LIQUIDITY SERVICES, INC. (XNAS:LQDT)",LQDT,$27.16 ,1.1
LAM RESEARCH CORPORATION (XNAS:LRCX),LRCX,$115.34 ,1.79
"LARIMAR THERAPEUTICS, INC. (XNAS:LRMR)",LRMR,$4.07 ,1.03
"STRIDE, INC. (XNYS:LRN)",LRN,$160.91 ,0.09
LATTICE SEMICONDUCTOR CORPORATION (XNAS:LSCC),LSCC,$65.57 ,1.65
"LANDSTAR SYSTEM, INC. (XNAS:LSTR)",LSTR,$131.58 ,0.83
"LTC PROPERTIES, INC. (XNYS:LTC)",LTC,$36.47 ,0.68
"LIFE TIME GROUP HOLDINGS, INC (XNYS:LTH)",LTH,$29.38 ,1.72
LULULEMON ATHLETICA INC. (XNAS:LULU),LULU,$165.72 ,1.1
"LUMEN TECHNOLOGIES, INC. (XNYS:LUMN)",LUMN,$6.28 ,1.4
PULMONX CORPORATION (XNAS:LUNG),LUNG,$1.65 ,0.43
"INTUITIVE MACHINES, INC. (XNAS:LUNR)",LUNR,$8.59 ,1.37
SOUTHWEST AIRLINES CO. (XNYS:LUV),LUV,$31.42 ,1.21
LAS VEGAS SANDS CORP. (XNYS:LVS),LVS,$54.56 ,1.02
"LAMB WESTON HOLDINGS, INC. (XNYS:LW)",LW,$57.44 ,0.51
LUXFER HOLDINGS PLC (XNYS:LXFR),LXFR,$13.52 ,1.11
LXP INDUSTRIAL TRUST (XNYS:LXP),LXP,$9.23 ,1.07
"LSB INDUSTRIES, INC. (XNYS:LXU)",LXU,$8.09 ,0.72
LyondellBasell Industries NV (XNYS:LYB),LYB,$54.39 ,0.89
"LYFT, INC. (XNAS:LYFT)",LYFT,$18.50 ,2.35
LSI INDUSTRIES INC. (XNAS:LYTS),LYTS,$22.63 ,0.25
"LIVE NATION ENTERTAINMENT, INC. (XNYS:LYV)",LYV,$174.19 ,1.42
"LEGALZOOM.COM, INC. (XNAS:LZ)",LZ,$10.37 ,1.26
LA-Z-BOY INCORPORATED (XNYS:LZB),LZB,$34.77 ,1.26
"MACY'S, INC. (XNYS:M)",M,$17.45 ,1.75
MASTERCARD INCORPORATED. (XNYS:MA),MA,$587.40 ,0.98
"MID-AMERICA APARTMENT COMMUNITIES, INC. (XNYS:MAA)",MAA,$143.23 ,0.79
THE MACERICH COMPANY (XNYS:MAC),MAC,$18.14 ,2.23
MANPOWERGROUP INC. (XNYS:MAN),MAN,$38.72 ,1.08
"MANHATTAN ASSOCIATES, INC. (XNAS:MANH)",MANH,$215.80 ,1.13
"MARRIOTT INTERNATIONAL, INC. (XNAS:MAR)",MAR,$267.49 ,1.36
"MARA HOLDINGS, INC. (XNAS:MARA)",MARA,$15.95 ,6.37
MASCO CORPORATION (XNYS:MAS),MAS,$74.97 ,1.19
MASIMO CORPORATION (XNAS:MASI),MASI,$146.34 ,1.28
908 DEVICES INC. (XNAS:MASS),MASS,$5.73 ,0.37
"MATTEL, INC. (XNAS:MAT)",MAT,$17.90 ,0.71
"Mativ Holdings, Inc. (XNYS:MATV)",MATV,$12.36 ,0.83
MATTHEWS INTERNATIONAL CORPORATION (XNAS:MATW),MATW,$24.98 ,1.29
"Matson, Inc. (XNYS:MATX)",MATX,$105.38 ,1.23
"MEDIAALPHA, INC. (XNYS:MAX)",MAX,$12.99 ,1.19
"MASTERBRAND, INC. (XNYS:MBC)",MBC,$13.26 ,1.22
MIDDLEFIELD BANC CORP. (XNAS:MBCN),MBCN,$29.74 ,0.46
MBIA INC. (XNYS:MBI),MBI,$7.58 ,1.87
MERCHANTS BANCORP (XNAS:MBIN),MBIN,$31.85 ,1.31
"MALIBU BOATS, INC. (XNAS:MBUU)",MBUU,$33.26 ,1.21
MERCANTILE BANK CORPORATION (XNAS:MBWM),MBWM,$47.91 ,0.9
MOELIS & COMPANY (XNYS:MC),MC,$75.32 ,1.78
METROPOLITAN BANK HOLDING CORP. (XNYS:MCB),MCB,$78.09 ,1.14
"MetroCity Bankshares, Inc. (XNAS:MCBS)",MCBS,$29.04 ,0.67
MCDONALD'S CORPORATION (XNYS:MCD),MCD,$308.28 ,0.51
"MASTERCRAFT BOAT HOLDINGS, INC. (XNAS:MCFT)",MCFT,$23.26 ,0.98
MECHANICS BANK (OTCM:MCHB),MCHB,"$43,478.00 ",#FIELD!
MICROCHIP TECHNOLOGY INCORPORATED (XNAS:MCHP),MCHP,$64.09 ,1.55
MCKESSON CORPORATION (XNYS:MCK),MCK,$725.54 ,0.5
MOODY'S CORPORATION (XNYS:MCO),MCO,$514.80 ,1.43
"MONARCH CASINO & RESORT, INC. (XNAS:MCRI)",MCRI,$103.43 ,1.51
THE MARCUS CORPORATION (XNYS:MCS),MCS,$15.98 ,1.02
"MISTER CAR WASH, INC. (XNAS:MCW)",MCW,$5.53 ,1.49
MERCURY GENERAL CORPORATION (XNYS:MCY),MCY,$78.33 ,0.98
"PEDIATRIX MEDICAL GROUP, INC. (XNYS:MD)",MD,$16.91 ,1.27
"MONGODB, INC. (XNAS:MDB)",MDB,$334.06 ,1.52
"MADRIGAL PHARMACEUTICALS, INC. (XNAS:MDGL)",MDGL,$434.84 ,-1.03
"Mondelez International, Inc. (XNAS:MDLZ)",MDLZ,$62.74 ,0.46
MEDTRONIC PUBLIC LIMITED COMPANY (XNYS:MDT),MDT,$93.91 ,0.79
"MDU RESOURCES GROUP, INC. (XNYS:MDU)",MDU,$16.37 ,0.75
"MIMEDX GROUP, INC. (XNAS:MDXG)",MDXG,$6.97 ,1.75
"MEDIFAST, INC. (XNYS:MED)",MED,$13.99 ,0.88
"MEDPACE HOLDINGS, INC. (XNAS:MEDP)",MEDP,$489.00 ,1.41
MEG ENERGY CORP. (NEOE:MEG),MEG,$28.64 ,1.56
"METHODE ELECTRONICS, INC. (XNYS:MEI)",MEI,$8.27 ,1.1
"METLIFE, INC. (XNYS:MET)",MET,$80.22 ,0.85
"Meta Platforms, Inc. (XNAS:META)",META,$752.35 ,1.21
"RAMACO RESOURCES, INC. (XNAS:METC)",METC,$25.35 ,1.35
"MFA FINANCIAL, INC. (XNYS:MFA)",MFA,$10.26 ,1.78
"MGE ENERGY, INC. (XNAS:MGEE)",MGEE,$85.62 ,0.79
MGM RESORTS INTERNATIONAL (XNYS:MGM),MGM,$35.45 ,1.71
"MAGNITE, INC. (XNAS:MGNI)",MGNI,$23.63 ,3.07
"MGP INGREDIENTS, INC. (XNAS:MGPI)",MGPI,$28.00 ,0.4
MCGRATH RENTCORP (XNAS:MGRC),MGRC,$124.23 ,0.58
MEIRAGTX HOLDINGS PLC (XNAS:MGTX),MGTX,$7.62 ,1.33
MAGNOLIA OIL & GAS CORPORATION (XNYS:MGY),MGY,$24.16 ,1.26
"MOHAWK INDUSTRIES, INC. (XNYS:MHK)",MHK,$138.21 ,1.3
"M/I HOMES, INC. (XNYS:MHO)",MHO,$154.97 ,1.72
THE MIDDLEBY CORPORATION (XNAS:MIDD),MIDD,$140.07 ,1.54
"MIRION TECHNOLOGIES, INC. (XNYS:MIR)",MIR,$22.29 ,0.87
"MIRUM PHARMACEUTICALS, INC. (XNAS:MIRM)",MIRM,$74.63 ,0.83
"MITEK SYSTEMS, INC. (XNAS:MITK)",MITK,$10.08 ,1.09
"MCCORMICK & COMPANY, INCORPORATED (XNYS:MKC)",MKC,$69.86 ,0.64
Markel Group Inc. (XNYS:MKL),MKL,"$1,949.48 ",0.79
MKS INC. (XNAS:MKSI),MKSI,$114.21 ,1.94
MARKETAXESS HOLDINGS INC. (XNAS:MKTX),MKTX,$187.63 ,0.9
"MESA LABORATORIES, INC. (XNAS:MLAB)",MLAB,$63.22 ,0.86
"MUELLER INDUSTRIES, INC. (XNYS:MLI)",MLI,$98.78 ,1.02
"MILLERKNOLL, INC. (XNAS:MLKN)",MLKN,$20.73 ,1.38
"MARTIN MARIETTA MATERIALS, INC. (XNYS:MLM)",MLM,$628.40 ,1.02
"MERIDIANLINK, INC. (XNYS:MLNK)",MLNK,$19.93 ,0.93
"MILLER INDUSTRIES, INC. (XNYS:MLR)",MLR,$40.73 ,1.26
"MINERALYS THERAPEUTICS, INC. (XNAS:MLYS)",MLYS,$37.92 ,1.45
"MARSH & MCLENNAN COMPANIES, INC. (XNYS:MMC)",MMC,$200.89 ,0.82
"MARCUS & MILLICHAP, INC. (XNYS:MMI)",MMI,$33.09 ,1.32
3M COMPANY (XNYS:MMM),MMM,$157.45 ,1.04
"MAXIMUS, INC. (XNYS:MMS)",MMS,$89.59 ,0.56
"MERIT MEDICAL SYSTEMS, INC. (XNAS:MMSI)",MMSI,$89.49 ,0.6
MANNKIND CORPORATION (XNAS:MNKD),MNKD,$5.47 ,1.06
Mind Medicine (MindMed) Inc. (XNAS:MNMD),MNMD,$9.59 ,3.27
"MONRO, INC. (XNAS:MNRO)",MNRO,$17.58 ,1.06
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,$63.84 ,0.53
"MONTAUK RENEWABLES, INC. (XNAS:MNTK)",MNTK,$2.06 ,0.07
"Altria Group, Inc. (XNYS:MO)",MO,$66.46 ,0.58
MODINE MANUFACTURING COMPANY (XNYS:MOD),MOD,$151.68 ,2.07
TOPGOLF CALLAWAY BRANDS CORP. (XNYS:MODG),MODG,$9.51 ,1.25
"MIDWESTONE FINANCIAL GROUP, INC. (XNAS:MOFG)",MOFG,$29.37 ,1.05
MOGA,MOGA,#FIELD!,#FIELD!
"MOLINA HEALTHCARE, INC. (XNYS:MOH)",MOH,$189.08 ,0.55
"MORNINGSTAR, INC. (XNAS:MORN)",MORN,$255.70 ,1.03
THE MOSAIC COMPANY (XNYS:MOS),MOS,$33.70 ,1.01
"MOVADO GROUP, INC. (XNYS:MOV)",MOV,$19.50 ,1.25
MP MATERIALS CORP (XNYS:MP),MP,$65.44 ,2.36
"MID PENN BANCORP, INC. (XNAS:MPB)",MPB,$30.15 ,0.61
MARATHON PETROLEUM CORPORATION (XNYS:MPC),MPC,$182.37 ,0.88
"MEDICAL PROPERTIES TRUST, INC. (XNYS:MPW)",MPW,$4.58 ,1.41
"MONOLITHIC POWER SYSTEMS, INC. (XNAS:MPWR)",MPWR,$839.18 ,1.27
"MARQETA, INC. (XNAS:MQ)",MQ,$5.95 ,1.56
Morguard Corporation (XTSE:MRC),MRC,$116.95 ,0.85
"MERCURY SYSTEMS, INC. (XNAS:MRCY)",MRCY,$73.67 ,0.8
"MERCK & CO., INC. (XNYS:MRK)",MRK,$85.22 ,0.38
"MODERNA, INC. (XNAS:MRNA)",MRNA,$24.98 ,2
"MILLROSE PROPERTIES, INC. (XNYS:MRP)",MRP,$34.88 ,0.78
"MARTEN TRANSPORT, LTD. (XNAS:MRTN)",MRTN,$11.85 ,0.97
Maravai LifeSciences Holdings Inc (XNAS:MRVI),MRVI,$2.70 ,0.28
"MARVELL TECHNOLOGY, INC. (XNAS:MRVL)",MRVL,$67.08 ,1.89
MAREX GROUP PLC (XNAS:MRX),MRX,$34.59 ,0.64
MORGAN STANLEY (XNYS:MS),MS,$156.51 ,1.32
MSA Safety Incorporated (XNYS:MSA),MSA,$172.19 ,0.99
"MIDLAND STATES BANCORP, INC. (XNAS:MSBI)",MSBI,$17.95 ,0.72
MSCI INC. (XNYS:MSCI),MSCI,$579.88 ,1.34
MIDDLESEX WATER COMPANY (XNAS:MSEX),MSEX,$53.21 ,0.83
MICROSOFT CORPORATION (XNAS:MSFT),MSFT,$502.27 ,1.03
MSFUT,MSFUT,#FIELD!,#FIELD!
MADISON SQUARE GARDEN ENTERTAINMENT CORP. (XNYS:MSGE),MSGE,$43.32 ,1.09
MADISON SQUARE GARDEN SPORTS CORP. (XNYS:MSGS),MSGS,$207.66 ,0.76
"MOTOROLA SOLUTIONS, INC. (XNYS:MSI)",MSI,$487.19 ,0.98
"MSC INDUSTRIAL DIRECT CO., INC. (XNYS:MSM)",MSM,$91.96 ,0.93
STRATEGY INC (XNAS:MSTR),MSTR,$328.48 ,3.89
MAC COPPER LIMITED (XNYS:MTAL),MTAL,$12.20 ,0.34
M&T BANK CORPORATION (XNYS:MTB),MTB,$197.73 ,0.62
"MATCH GROUP, INC. (XNAS:MTCH)",MTCH,$37.76 ,1.4
METTLER-TOLEDO INTERNATIONAL INC. (XNYS:MTD),MTD,"$1,283.17 ",1.39
MATADOR RESOURCES COMPANY (XNYS:MTDR),MTDR,$48.56 ,1.44
MGIC INVESTMENT CORPORATION (XNYS:MTG),MTG,$28.73 ,0.88
MERITAGE HOMES CORPORATION (XNYS:MTH),MTH,$80.47 ,1.44
"VAIL RESORTS, INC. (XNYS:MTN)",MTN,$146.63 ,0.88
MATERION CORPORATION (XNYS:MTRN),MTRN,$113.10 ,0.9
"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC. (XNAS:MTSI)",MTSI,$132.29 ,1.49
"METSERA, INC. (XNAS:MTSR)",MTSR,$37.22 ,1.73
METALLUS INC. (XNYS:MTUS),MTUS,$16.67 ,1.45
"THE MANITOWOC COMPANY, INC. (XNYS:MTW)",MTW,$10.32 ,2.17
MINERALS TECHNOLOGIES INC. (XNYS:MTX),MTX,$64.07 ,1.25
"MASTEC, INC. (XNYS:MTZ)",MTZ,$190.77 ,1.8
"MICRON TECHNOLOGY, INC. (XNAS:MU)",MU,$152.94 ,1.5
MURPHY OIL CORPORATION (XNYS:MUR),MUR,$25.66 ,1
MURPHY USA INC. (XNYS:MUSA),MUSA,$391.54 ,0.42
MVB FINANCIAL CORP. (XNAS:MVBF),MVBF,$24.00 ,1.07
"MICROVISION, INC. (XNAS:MVIS)",MVIS,$1.15 ,1.69
"MICROVAST HOLDINGS, INC. (XNAS:MVST)",MVST,$2.89 ,3.17
"MUELLER WATER PRODUCTS, INC. (XNYS:MWA)",MWA,$25.45 ,1.19
"MAXCYTE, INC. (XNAS:MXCT)",MXCT,$1.45 ,1.2
"MAXLINEAR, INC. (XNAS:MXL)",MXL,$15.60 ,1.78
"MYERS INDUSTRIES, INC. (XNYS:MYE)",MYE,$16.25 ,1.17
"MYRIAD GENETICS, INC. (XNAS:MYGN)",MYGN,$7.38 ,1.96
"PLAYSTUDIOS, INC. (XNAS:MYPS)",MYPS,$0.95 ,0.88
MYR GROUP INC. (XNAS:MYRG),MYRG,$179.75 ,1.18
MZTI,MZTI,#FIELD!,#FIELD!
"N-ABLE, INC. (XNYS:NABL)",NABL,$8.40 ,0.62
"NIAGEN BIOSCIENCE, INC. (XNAS:NAGE)",NAGE,$9.65 ,2.16
NORDIC AMERICAN TANKERS LIMITED (XNYS:NAT),NAT,$3.20 ,-0.31
NCR ATLEOS CORPORATION (XNYS:NATL),NATL,$39.29 ,0.92
NAVIENT CORPORATION (XNAS:NAVI),NAVI,$13.06 ,1.36
"NB BANCORP, INC. (XNAS:NBBK)",NBBK,$18.55 ,1.09
NATIONAL BANK HOLDINGS CORPORATION (XNYS:NBHC),NBHC,$38.38 ,0.75
"NEUROCRINE BIOSCIENCES, INC. (XNAS:NBIX)",NBIX,$143.02 ,0.21
NORTHEAST BANK (XNAS:NBN),NBN,$110.65 ,0.63
NABORS INDUSTRIES LTD. (XNYS:NBR),NBR,$42.54 ,1.47
NBT BANCORP INC. (XNAS:NBTB),NBTB,$43.34 ,0.55
NORWEGIAN CRUISE LINE HOLDINGS LTD. (XNYS:NCLH),NCLH,$26.73 ,2.24
"NATIONAL CINEMEDIA, INC. (XNAS:NCMI)",NCMI,$4.68 ,1.89
"NCINO, INC. (XNAS:NCNO)",NCNO,$29.83 ,0.68
"NASDAQ, INC. (XNAS:NDAQ)",NDAQ,$95.82 ,1.01
NORDSON CORPORATION (XNAS:NDSN),NDSN,$226.08 ,0.97
NOBLE CORPORATION PLC (XNYS:NE),NE,$30.32 ,1.12
"NORTHEAST COMMUNITY BANCORP, INC. (XNAS:NECB)",NECB,$21.22 ,0.55
"NEXTERA ENERGY, INC. (XNYS:NEE)",NEE,$71.22 ,0.65
NEWMONT CORPORATION (XNYS:NEM),NEM,$78.95 ,0.33
"NEOGENOMICS, INC. (XNAS:NEO)",NEO,$8.15 ,1.63
NEOGEN CORPORATION (XNAS:NEOG),NEOG,$5.76 ,1.9
"CLOUDFLARE, INC. (XNYS:NET)",NET,$228.05 ,2
NewMarket Corporation (XNYS:NEU),NEU,$850.25 ,0.47
"NewtekOne, Inc. (XNAS:NEWT)",NEWT,$11.72 ,1.35
NEXTDECADE CORPORATION (XNAS:NEXT),NEXT,$7.82 ,1.88
"NORTHFIELD BANCORP, INC. (XNAS:NFBK)",NFBK,$11.67 ,0.84
NEW FORTRESS ENERGY INC. (XNAS:NFE),NFE,$1.35 ,1.26
NATIONAL FUEL GAS COMPANY (XNYS:NFG),NFG,$87.98 ,0.59
"NETFLIX, INC. (XNAS:NFLX)",NFLX,"$1,211.53 ",1.61
NOVAGOLD RESOURCES INC. (XNYS:NG),NG,$6.94 ,0.73
NEUROGENE INC. (XNAS:NGNE),NGNE,$19.93 ,1.6
"NATURAL GROCERS BY VITAMIN COTTAGE, INC. (XNYS:NGVC)",NGVC,$37.79 ,1.56
INGEVITY CORPORATION (XNYS:NGVT),NGVT,$58.87 ,1.43
NATIONAL HEALTHCARE CORPORATION (XNYS:NHC),NHC,$114.60 ,0.59
"NATIONAL HEALTH INVESTORS, INC. (XNYS:NHI)",NHI,$78.46 ,0.79
NISOURCE INC. (XNYS:NI),NI,$41.03 ,0.6
"NICOLET BANKSHARES, INC. (XNYS:NIC)",NIC,$134.44 ,0.74
NEW JERSEY RESOURCES CORPORATION (XNYS:NJR),NJR,$47.15 ,0.66
"NIKE, INC. (XNYS:NKE)",NKE,$74.47 ,1.32
"NKARTA, INC. (XNAS:NKTX)",NKTX,$2.05 ,0.87
NET LEASE OFFICE PROPERTIES (XNYS:NLOP),NLOP,$29.32 ,0.49
"ANNALY CAPITAL MANAGEMENT, INC. (XNYS:NLY)",NLY,$22.22 ,1.32
"NMI HOLDINGS, INC. (XNAS:NMIH)",NMIH,$40.17 ,0.57
"NEWMARK GROUP, INC. (XNAS:NMRK)",NMRK,$19.43 ,2.09
NEXTNAV INC. (XNAS:NN),NN,$17.28 ,1.06
Nano Nuclear Energy Inc (XNAS:NNE),NNE,$32.76 ,3.99
"NELNET, INC. (XNYS:NNI)",NNI,$123.60 ,0.85
"NNN REIT, INC. (XNYS:NNN)",NNN,$43.09 ,0.96
NANO-X IMAGING LTD (XNAS:NNOX),NNOX,$3.97 ,1.9
NORTHROP GRUMMAN CORPORATION (XNYS:NOC),NOC,$584.91 ,0.1
"NORTHERN OIL AND GAS, INC. (XNYS:NOG)",NOG,$25.45 ,1.64
NOV INC. (XNYS:NOV),NOV,$13.19 ,1.27
Novanta Inc. (XNAS:NOVT),NOVT,$117.15 ,1.53
"SERVICENOW, INC. (XNYS:NOW)",NOW,$941.44 ,0.93
NPK INTERNATIONAL INC. (XNYS:NPKI),NPKI,$10.64 ,2.1
Enpro Inc. (XNYS:NPO),NPO,$226.96 ,1.58
NATIONAL RESEARCH CORPORATION (XNAS:NRC),NRC,$16.09 ,0.44
"NERDWALLET, INC. (XNAS:NRDS)",NRDS,$10.70 ,1.44
"NRG ENERGY, INC. (XNYS:NRG)",NRG,$160.27 ,1.13
"NORTHRIM BANCORP, INC. (XNAS:NRIM)",NRIM,$92.29 ,0.98
"NURIX THERAPEUTICS, INC. (XNAS:NRIX)",NRIX,$9.09 ,2.35
NATIONAL STORAGE AFFILIATES TRUST (XNYS:NSA),NSA,$32.37 ,1.11
NORFOLK SOUTHERN CORPORATION (XNYS:NSC),NSC,$274.46 ,1.31
"INSIGHT ENTERPRISES, INC. (XNAS:NSIT)",NSIT,$127.98 ,1.16
"INSPERITY, INC. (XNYS:NSP)",NSP,$53.52 ,0.49
"NAPCO SECURITY TECHNOLOGIES, INC. (XNAS:NSSC)",NSSC,$40.81 ,1.5
"NETAPP, INC. (XNAS:NTAP)",NTAP,$124.33 ,1.45
The Bank of N.T. Butterfield & Son Limited (XNYS:NTB),NTB,$45.00 ,0.6
"NETSCOUT SYSTEMS, INC. (XNAS:NTCT)",NTCT,$25.43 ,0.72
"NETGEAR, INC. (XNAS:NTGR)",NTGR,$28.83 ,1.06
"INTELLIA THERAPEUTICS, INC. (XNAS:NTLA)",NTLA,$11.53 ,2.29
"NUTANIX, INC. (XNAS:NTNX)",NTNX,$79.93 ,0.5
"NATERA, INC. (XNAS:NTRA)",NTRA,$172.15 ,1.76
NORTHERN TRUST CORPORATION (XNAS:NTRS),NTRS,$128.75 ,1.32
NETSTREIT CORP. (XNYS:NTST),NTST,$18.17 ,0.9
Nu Holdings Ltd (XNYS:NU),NU,$15.74 ,1.08
NUCOR CORPORATION (XNYS:NUE),NUE,$143.90 ,1.79
"NU SKIN ENTERPRISES, INC. (XNYS:NUS)",NUS,$11.87 ,0.96
NUVATION BIO INC. (XNYS:NUVB),NUVB,$3.34 ,1.45
